return_id,order_id,sku_id,return_reason,return_note,return_condition,return_date,days_to_return,city,state,region,zip_code,cost_of_return
R0175,ORD41029,WE-BENCH-21,no_longer_needed,moved house,defective,2026-02-17,9.0,New York,NY,East,10001.0,122.63
R0176,ORD21300,WE-RUG-99,does_not_match_description,colour is off from photos,like_new,2026-04-07,40.0,Columbus,OH,North,43201.0,150.93
R0177,ORD94192,WE-SHELF-14,does_not_match_description,not the right white for my walls,like_new,2026-03-20,21.0,Houston,TX,South,77001.0,165.0
R0178,ORD33850,WE-BENCH-21,no_longer_needed,no longer needed,open_box,2025-11-26,38.0,Atlanta,GA,East,30301.0,163.26
R0179,ORD55353,WE-TBL-04,wrong_size,colour slightly different,damaged,2025-10-16,15.0,Seattle,WA,West,98101.0,204.59
R0180,ORD22245,WE-DESK-11,defective_or_damaged,slight scratch on arrival,open_box,2025-11-29,35.0,Detroit,MI,North,48201.0,179.18
R0181,ORD20646,WE-MIRROR-3,defective_or_damaged,slight imperfection in glass,like_new,2026-03-23,2.0,Denver,CO,West,80202.0,214.85
R0182,ORD13969,WE-MIRROR-3,defective_or_damaged,frame had minor dent,defective,2025-12-04,41.0,Portland,OR,West,97201.0,208.9
R0183,ORD19564,WE-RUG-99,does_not_match_description,colour is off from photos,like_new,2026-02-13,30.0,Milwaukee,WI,North,53202.0,135.81
R0184,ORD55268,WE-LAMP-07,no_longer_needed,changed my mind on the style,defective,2026-01-31,21.0,Boston,MA,East,2101.0,133.08
R0185,ORD68929,WE-BED-33,wrong_size,headboard too tall,open_box,2026-03-18,18.0,Portland,OR,West,97201.0,134.09
R0186,ORD52917,WE-TBL-04,defective_or_damaged,surface scratch on top,damaged,2026-02-07,11.0,Portland,OR,West,97201.0,138.98
R0187,ORD21802,WE-SOFA-22,wrong_size,sofa is huge compared to the listing,defective,2025-11-26,2.0,Philadelphia,PA,East,19101.0,170.54
R0188,ORD98148,WE-CHAIR-05,no_longer_needed,moved house,defective,2025-12-11,42.0,Nashville,TN,South,37201.0,148.57
R0189,ORD15930,WE-TBL-04,no_longer_needed,ordered by mistake,defective,2026-01-11,24.0,Seattle,WA,West,98101.0,125.12
R0190,ORD99181,WE-RUG-99,no_longer_needed,no longer need it,like_new,2026-02-28,40.0,Columbus,OH,North,43201.0,132.87
R0191,ORD88966,WE-TABLE-88,does_not_match_description,looks grey not warm brown,defective,2026-03-08,13.0,Seattle,WA,West,98101.0,170.01
R0192,ORD89463,WE-TBL-04,defective_or_damaged,hinge hardware stripped during assembly,open_box,2025-12-15,10.0,Denver,CO,West,80202.0,152.8
R0193,ORD76494,WE-MIRROR-3,defective_or_damaged,slight imperfection in glass,defective,2025-11-22,22.0,Seattle,WA,West,98101.0,190.87
R0194,ORD50327,WE-DESK-11,defective_or_damaged,wobbly leg,like_new,2026-01-22,38.0,Chicago,IL,North,60601.0,179.69
R0195,ORD91230,WE-DESK-11,wrong_size,changed my mind,defective,2025-12-28,41.0,Minneapolis,MN,North,55401.0,134.78
R0196,ORD67807,WE-BENCH-21,no_longer_needed,cancelled renovation project,damaged,2026-02-13,2.0,New York,NY,East,10001.0,161.88
R0197,ORD28098,WE-LAMP-07,no_longer_needed,cheap lamp not worth return shipping,open_box,2025-12-05,4.0,Atlanta,GA,East,30301.0,176.09
R0198,ORD54869,WE-BENCH-21,no_longer_needed,moved house,damaged,2026-01-08,35.0,Boston,MA,East,2101.0,187.59
R0199,ORD46569,WE-BENCH-21,no_longer_needed,cancelled renovation project,damaged,2026-02-26,16.0,Miami,FL,East,33101.0,142.49
R0200,ORD47721,WE-DESK-11,wrong_size,size not right,like_new,2025-11-26,18.0,Detroit,MI,North,48201.0,177.35
R0201,ORD47700,WE-RUG-99,does_not_match_description,colour is off from photos,like_new,2026-01-19,3.0,Minneapolis,MN,North,55401.0,154.64
R0202,ORD45601,WE-SHELF-14,does_not_match_description,not the right white for my walls,open_box,2026-02-26,36.0,Charlotte,NC,South,28201.0,130.92
R0203,ORD40518,WE-MIRROR-3,defective_or_damaged,frame had minor dent,like_new,2026-03-15,41.0,Denver,CO,West,80202.0,130.02
R0204,ORD72580,WE-BED-33,no_longer_needed,home renovation cancelled,open_box,2025-11-15,31.0,Portland,OR,West,97201.0,195.59
R0205,ORD14888,WE-DESK-11,no_longer_needed,cancelled event,open_box,2026-03-07,35.0,Columbus,OH,North,43201.0,161.79
R0206,ORD11214,WE-SOFA-22,does_not_match_description,size not right,damaged,2026-01-19,3.0,Boston,MA,East,2101.0,176.8
R0207,ORD27589,WE-TABLE-88,defective_or_damaged,colour slightly different,defective,2025-12-19,32.0,Denver,CO,West,80202.0,147.28
R0208,ORD11846,WE-TABLE-88,does_not_match_description,warmer in the photo than in person,damaged,2025-10-11,12.0,Seattle,WA,West,98101.0,199.08
R0209,ORD52982,WE-MIRROR-3,defective_or_damaged,frame had minor dent,like_new,2026-01-14,33.0,Portland,OR,West,97201.0,160.08
R0210,ORD60275,WE-TABLE-88,does_not_match_description,colour looked different in real life,open_box,2026-04-16,17.0,San Francisco,CA,West,94102.0,164.67
R0211,ORD18142,WE-DESK-11,defective_or_damaged,changed my mind,like_new,2025-10-21,16.0,Detroit,MI,North,48201.0,166.54
R0212,ORD93717,WE-SOFA-22,wrong_size,sofa is huge compared to the listing,damaged,2025-10-14,8.0,Philadelphia,PA,East,19101.0,156.75
R0213,ORD64505,WE-CHAIR-05,does_not_match_description,brass looks too yellow in person,defective,2025-11-20,24.0,Nashville,TN,South,37201.0,195.74
R0214,ORD20237,WE-BENCH-21,wrong_size,changed my mind,like_new,2025-10-26,24.0,Atlanta,GA,East,30301.0,126.18
R0215,ORD99167,WE-RUG-99,wrong_size,ordered by mistake,open_box,2025-12-16,8.0,Columbus,OH,North,43201.0,191.69
R0216,ORD64450,WE-SHELF-14,does_not_match_description,not the right white for my walls,defective,2026-03-31,33.0,Nashville,TN,South,37201.0,176.39
R0217,ORD38560,WE-RUG-99,does_not_match_description,colour is off from photos,like_new,2026-01-26,1.0,Milwaukee,WI,North,53202.0,124.53
R0218,ORD63591,WE-BED-33,does_not_match_description,changed my mind,open_box,2026-04-11,19.0,Portland,OR,West,97201.0,196.9
R0219,ORD59236,WE-BENCH-21,no_longer_needed,colour slightly different,like_new,2026-01-01,25.0,Miami,FL,East,33101.0,188.27
R0220,ORD26691,WE-BENCH-21,wrong_size,colour slightly different,open_box,2026-01-24,34.0,Atlanta,GA,East,30301.0,203.48
R0221,ORD55371,WE-TBL-04,no_longer_needed,size not right,open_box,2026-02-26,30.0,San Francisco,CA,West,94102.0,147.56
R0222,ORD18819,WE-TABLE-88,does_not_match_description,warmer in the photo than in person,like_new,2026-02-12,14.0,Los Angeles,CA,West,90001.0,179.39
R0223,ORD40715,WE-SHELF-14,does_not_match_description,more yellow than white,open_box,2026-01-17,29.0,Houston,TX,South,77001.0,195.44
R0224,ORD88370,WE-TBL-04,defective_or_damaged,hinge hardware stripped during assembly,damaged,2026-02-15,37.0,Denver,CO,West,80202.0,143.69
R0225,ORD32955,WE-SOFA-22,wrong_size,size not right,defective,2025-12-17,38.0,New York,NY,East,10001.0,175.59
R0226,ORD59343,WE-TBL-04,no_longer_needed,colour slightly different,open_box,2026-03-13,20.0,Portland,OR,West,97201.0,195.44
R0227,ORD83713,WE-SHELF-14,does_not_match_description,more yellow than white,defective,2025-12-07,4.0,Dallas,TX,South,75201.0,216.78
R0228,ORD20363,WE-RUG-99,does_not_match_description,colour is off from photos,defective,2026-02-17,42.0,Minneapolis,MN,North,55401.0,204.71
R0229,ORD19539,WE-TABLE-88,no_longer_needed,no longer need it,open_box,2025-10-31,3.0,Denver,CO,West,80202.0,200.47
R0230,ORD37762,WE-MIRROR-3,wrong_size,size not right,open_box,2026-01-14,1.0,Seattle,WA,West,98101.0,216.21
R0231,ORD82362,WE-TABLE-88,no_longer_needed,ordered by mistake,damaged,2026-01-05,16.0,San Francisco,CA,West,94102.0,197.55
R0232,ORD75179,WE-LAMP-07,no_longer_needed,"arrived broken, not worth fixing",defective,2026-01-31,33.0,Philadelphia,PA,East,19101.0,129.86
R0233,ORD39002,WE-SHELF-14,defective_or_damaged,ordered by mistake,open_box,2026-04-26,37.0,Nashville,TN,South,37201.0,121.62
R0234,ORD84683,WE-RUG-99,no_longer_needed,colour slightly different,open_box,2026-02-26,25.0,Detroit,MI,North,48201.0,169.93
R0235,ORD74303,WE-BENCH-21,defective_or_damaged,colour slightly different,defective,2025-11-08,42.0,Miami,FL,East,33101.0,136.82
R0236,ORD17698,WE-BED-33,wrong_size,larger than I imagined,like_new,2025-12-25,42.0,San Francisco,CA,West,94102.0,203.91
R0237,ORD11198,WE-TABLE-88,does_not_match_description,changed my mind,open_box,2026-03-24,10.0,San Francisco,CA,West,94102.0,170.57
R0238,ORD73944,WE-BED-33,wrong_size,larger than I imagined,like_new,2026-01-10,43.0,Denver,CO,West,80202.0,120.66
R0239,ORD12246,WE-RUG-99,does_not_match_description,much more orange than terracotta,defective,2025-12-03,19.0,Detroit,MI,North,48201.0,200.62
R0240,ORD79003,WE-SOFA-22,wrong_size,too big for my living room,damaged,2026-03-22,40.0,Boston,MA,East,2101.0,201.52
R0241,ORD39603,WE-DESK-11,does_not_match_description,colour slightly different,damaged,2025-11-23,16.0,Milwaukee,WI,North,53202.0,188.4
R0242,ORD59436,WE-TABLE-88,does_not_match_description,warmer in the photo than in person,defective,2026-01-12,25.0,Los Angeles,CA,West,90001.0,125.61
R0243,ORD79226,WE-TBL-04,does_not_match_description,size not right,like_new,2025-11-14,7.0,Seattle,WA,West,98101.0,142.98
R0244,ORD96259,WE-MIRROR-3,defective_or_damaged,frame had minor dent,like_new,2025-12-19,37.0,Seattle,WA,West,98101.0,137.94
R0245,ORD31292,WE-BED-33,wrong_size,headboard too tall,open_box,2026-04-01,20.0,Portland,OR,West,97201.0,176.67
R0246,ORD75639,WE-LAMP-07,no_longer_needed,"arrived broken, not worth fixing",damaged,2025-10-12,6.0,Boston,MA,East,2101.0,125.37
R0247,ORD52778,WE-LAMP-07,no_longer_needed,changed my mind on the style,like_new,2025-11-25,26.0,Atlanta,GA,East,30301.0,183.41
R0248,ORD99088,WE-SHELF-14,does_not_match_description,not the right white for my walls,defective,2025-12-23,12.0,Nashville,TN,South,37201.0,128.57
R0249,ORD59807,WE-MIRROR-3,defective_or_damaged,frame had minor dent,open_box,2026-02-01,10.0,Los Angeles,CA,West,90001.0,193.97
R0250,ORD23399,WE-BED-33,no_longer_needed,moved house,open_box,2026-01-16,18.0,Portland,OR,West,97201.0,128.73
R0251,ORD56388,WE-LAMP-07,no_longer_needed,"arrived broken, not worth fixing",like_new,2026-03-31,6.0,New York,NY,East,10001.0,179.69
R0252,ORD41816,WE-BED-33,does_not_match_description,colour slightly different,open_box,2025-11-02,36.0,Los Angeles,CA,West,90001.0,188.53
R0253,ORD66973,WE-SOFA-22,wrong_size,much larger than expected,damaged,2026-03-26,11.0,Boston,MA,East,2101.0,162.11
R0254,ORD35630,WE-SHELF-14,defective_or_damaged,colour slightly different,defective,2025-12-09,40.0,Nashville,TN,South,37201.0,130.7
R0255,ORD67700,WE-DESK-11,defective_or_damaged,drawer doesn't close smoothly,damaged,2026-01-15,22.0,Columbus,OH,North,43201.0,163.06
R0256,ORD33283,WE-BENCH-21,wrong_size,colour slightly different,defective,2025-12-20,21.0,Boston,MA,East,2101.0,216.87
R0257,ORD24927,WE-DESK-11,no_longer_needed,ordered by mistake,open_box,2026-01-14,24.0,Detroit,MI,North,48201.0,179.22
R0258,ORD67469,WE-RUG-99,does_not_match_description,much more orange than terracotta,damaged,2025-10-15,14.0,Milwaukee,WI,North,53202.0,203.13
R0259,ORD96332,WE-TABLE-88,no_longer_needed,size not right,open_box,2026-02-15,17.0,Seattle,WA,West,98101.0,191.52
R0260,ORD64827,WE-LAMP-07,no_longer_needed,"arrived broken, not worth fixing",like_new,2025-12-18,33.0,Miami,FL,East,33101.0,199.07
R0261,ORD90304,WE-BED-33,does_not_match_description,changed my mind,like_new,2026-03-31,42.0,Seattle,WA,West,98101.0,176.32
R0262,ORD11382,WE-BENCH-21,no_longer_needed,moved house,like_new,2025-12-18,7.0,Philadelphia,PA,East,19101.0,145.87
R0263,ORD75597,WE-RUG-99,wrong_size,size not right,open_box,2025-11-16,38.0,Milwaukee,WI,North,53202.0,154.5
R0264,ORD55656,WE-TBL-04,defective_or_damaged,hinge hardware stripped during assembly,damaged,2026-03-12,10.0,Los Angeles,CA,West,90001.0,154.31
R0265,ORD69303,WE-CHAIR-05,does_not_match_description,finish looks cheap not antique,damaged,2025-11-12,45.0,Nashville,TN,South,37201.0,126.72
R0266,ORD41970,WE-TBL-04,does_not_match_description,changed my mind,open_box,2025-10-20,11.0,Los Angeles,CA,West,90001.0,175.19
R0267,ORD34430,WE-BED-33,wrong_size,didn't fit through door,defective,2025-11-02,12.0,Portland,OR,West,97201.0,159.56
R0268,ORD18200,WE-MIRROR-3,no_longer_needed,size not right,like_new,2026-02-25,18.0,San Francisco,CA,West,94102.0,199.95
R0269,ORD74157,WE-RUG-99,does_not_match_description,colour is off from photos,damaged,2026-03-07,43.0,Chicago,IL,North,60601.0,179.7
R0270,ORD98288,WE-MIRROR-3,defective_or_damaged,frame had minor dent,damaged,2025-11-05,12.0,Portland,OR,West,97201.0,211.87
R0271,ORD33992,WE-MIRROR-3,defective_or_damaged,frame had minor dent,damaged,2026-01-20,8.0,San Francisco,CA,West,94102.0,189.34
R0272,ORD93296,WE-RUG-99,does_not_match_description,much more orange than terracotta,open_box,2026-03-16,32.0,Milwaukee,WI,North,53202.0,175.49
R0273,ORD57059,WE-SHELF-14,does_not_match_description,more yellow than white,like_new,2025-10-28,4.0,Nashville,TN,South,37201.0,168.46
R0274,ORD74054,WE-CHAIR-05,no_longer_needed,size not right,open_box,2025-10-30,29.0,Nashville,TN,South,37201.0,128.27
R0275,ORD69942,WE-TBL-04,no_longer_needed,home renovation cancelled,defective,2026-01-28,11.0,Denver,CO,West,80202.0,174.97
R0276,ORD67850,WE-TABLE-88,does_not_match_description,looks grey not warm brown,open_box,2025-11-16,3.0,Seattle,WA,West,98101.0,218.98
R0277,ORD55688,WE-TABLE-88,wrong_size,colour slightly different,like_new,2025-12-23,17.0,Los Angeles,CA,West,90001.0,163.91
R0278,ORD89988,WE-TABLE-88,wrong_size,ordered by mistake,defective,2025-10-29,23.0,Denver,CO,West,80202.0,136.6
R0279,ORD80617,WE-SOFA-22,wrong_size,changed my mind,open_box,2026-02-27,39.0,Atlanta,GA,East,30301.0,152.37
R0280,ORD27771,WE-DESK-11,defective_or_damaged,drawer doesn't close smoothly,defective,2025-10-16,7.0,Columbus,OH,North,43201.0,211.88
R0281,ORD61472,WE-DESK-11,wrong_size,ordered by mistake,defective,2026-03-12,44.0,Detroit,MI,North,48201.0,134.22
R0282,ORD62802,WE-BENCH-21,no_longer_needed,moved house,damaged,2025-10-26,6.0,New York,NY,East,10001.0,189.47
R0283,ORD70089,WE-BED-33,wrong_size,didn't fit through door,damaged,2025-10-01,6.0,Los Angeles,CA,West,90001.0,205.01
R0284,ORD47171,WE-RUG-99,does_not_match_description,colour is off from photos,damaged,2026-02-12,21.0,Milwaukee,WI,North,53202.0,174.73
R0285,ORD92074,WE-SOFA-22,wrong_size,much larger than expected,defective,2026-03-27,7.0,New York,NY,East,10001.0,121.63
R0286,ORD27290,WE-SOFA-22,wrong_size,too big for my living room,damaged,2026-03-25,45.0,Miami,FL,East,33101.0,135.9
R0287,ORD31695,WE-DESK-11,defective_or_damaged,drawer doesn't close smoothly,like_new,2025-11-23,42.0,Detroit,MI,North,48201.0,159.63
R0288,ORD72496,WE-DESK-11,wrong_size,size not right,like_new,2026-04-14,14.0,Chicago,IL,North,60601.0,133.27
R0289,ORD27324,WE-CHAIR-05,no_longer_needed,moved house,defective,2026-01-27,45.0,Houston,TX,South,77001.0,127.08
R0290,ORD60164,WE-LAMP-07,no_longer_needed,changed my mind on the style,open_box,2026-01-23,9.0,Philadelphia,PA,East,19101.0,184.16
R0291,ORD67684,WE-BENCH-21,no_longer_needed,cancelled renovation project,damaged,2025-10-27,11.0,Atlanta,GA,East,30301.0,192.24
R0292,ORD26142,WE-BENCH-21,no_longer_needed,size not right,defective,2026-03-15,9.0,New York,NY,East,10001.0,155.15
R0293,ORD88774,WE-LAMP-07,no_longer_needed,changed my mind on the style,damaged,2026-03-04,36.0,New York,NY,East,10001.0,197.9
R0294,ORD48737,WE-TBL-04,defective_or_damaged,ordered by mistake,like_new,2026-03-09,26.0,Denver,CO,West,80202.0,198.38
R0295,ORD11581,WE-CHAIR-05,does_not_match_description,brass looks too yellow in person,damaged,2026-04-16,34.0,Charlotte,NC,South,28201.0,213.39
R0296,ORD71736,WE-SOFA-22,wrong_size,sofa is huge compared to the listing,like_new,2025-10-20,12.0,Atlanta,GA,East,30301.0,121.67
R0297,ORD92388,WE-TABLE-88,no_longer_needed,cancelled event,defective,2025-12-11,19.0,Portland,OR,West,97201.0,162.36
R0298,ORD50620,WE-LAMP-07,no_longer_needed,"arrived broken, not worth fixing",like_new,2026-01-25,6.0,Boston,MA,East,2101.0,171.13
R0299,ORD67342,WE-CHAIR-05,wrong_size,colour slightly different,open_box,2026-02-25,45.0,Houston,TX,South,77001.0,125.79
R0300,ORD96252,WE-TABLE-88,does_not_match_description,size not right,open_box,2026-02-23,43.0,Los Angeles,CA,West,90001.0,131.94
R0301,ORD31884,WE-SOFA-22,wrong_size,size not right,damaged,2025-12-06,17.0,Atlanta,GA,East,30301.0,132.69
R0302,ORD18371,WE-DESK-11,does_not_match_description,changed my mind,damaged,2026-02-24,34.0,Milwaukee,WI,North,53202.0,191.23
R0303,ORD84302,WE-MIRROR-3,defective_or_damaged,slight imperfection in glass,open_box,2026-04-18,32.0,Seattle,WA,West,98101.0,156.77
R0304,ORD42053,WE-DESK-11,does_not_match_description,ordered by mistake,like_new,2026-03-21,1.0,Chicago,IL,North,60601.0,167.18
R0305,ORD42540,WE-LAMP-07,wrong_size,changed my mind,defective,2026-02-23,21.0,Miami,FL,East,33101.0,211.59
R0306,ORD16903,WE-BED-33,wrong_size,headboard too tall,open_box,2026-01-06,44.0,Los Angeles,CA,West,90001.0,142.32
R0307,ORD21322,WE-RUG-99,no_longer_needed,changed my mind,defective,2026-02-01,21.0,Detroit,MI,North,48201.0,120.8
R0308,ORD87554,WE-CHAIR-05,does_not_match_description,finish looks cheap not antique,defective,2025-12-27,24.0,Dallas,TX,South,75201.0,219.78
R0309,ORD55406,WE-CHAIR-05,no_longer_needed,no longer need it,like_new,2026-03-07,35.0,Houston,TX,South,77001.0,215.1
R0310,ORD74491,WE-TBL-04,no_longer_needed,colour slightly different,like_new,2026-02-26,27.0,Denver,CO,West,80202.0,217.26
R0311,ORD58823,WE-SOFA-22,does_not_match_description,changed my mind,defective,2026-01-30,45.0,Atlanta,GA,East,30301.0,217.46
R0312,ORD84425,WE-TABLE-88,does_not_match_description,warmer in the photo than in person,like_new,2026-04-19,38.0,Portland,OR,West,97201.0,163.5
R0313,ORD51688,WE-SOFA-22,wrong_size,much larger than expected,defective,2025-10-24,21.0,Miami,FL,East,33101.0,147.2
R0314,ORD51160,WE-TABLE-88,wrong_size,changed my mind,defective,2026-01-05,30.0,San Francisco,CA,West,94102.0,132.07
R0315,ORD30658,WE-BED-33,wrong_size,size not right,damaged,2026-03-07,6.0,Seattle,WA,West,98101.0,202.64
R0316,ORD77300,WE-MIRROR-3,defective_or_damaged,slight imperfection in glass,like_new,2026-01-25,26.0,San Francisco,CA,West,94102.0,187.72
R0317,ORD42748,WE-DESK-11,wrong_size,changed my mind,like_new,2025-12-15,36.0,Milwaukee,WI,North,53202.0,166.2
R0318,ORD62505,WE-SOFA-22,wrong_size,too big for my living room,damaged,2026-03-11,13.0,Boston,MA,East,2101.0,188.63
R0319,ORD35919,WE-BENCH-21,no_longer_needed,cancelled renovation project,defective,2026-03-31,5.0,New York,NY,East,10001.0,200.93
R0320,ORD66774,WE-TABLE-88,no_longer_needed,no longer need it,defective,2026-03-25,37.0,Los Angeles,CA,West,90001.0,169.61
R0321,ORD68459,WE-LAMP-07,no_longer_needed,changed my mind on the style,open_box,2026-02-07,18.0,Boston,MA,East,2101.0,123.46
R0322,ORD21497,WE-MIRROR-3,defective_or_damaged,slight imperfection in glass,damaged,2025-12-03,4.0,Denver,CO,West,80202.0,158.3
R0323,ORD57069,WE-LAMP-07,no_longer_needed,"arrived broken, not worth fixing",defective,2026-04-21,25.0,Atlanta,GA,East,30301.0,174.45
R0324,ORD88265,WE-SHELF-14,does_not_match_description,not the right white for my walls,open_box,2026-04-15,21.0,Dallas,TX,South,75201.0,122.93
R0325,ORD23124,WE-DESK-11,defective_or_damaged,drawer doesn't close smoothly,open_box,2026-02-11,11.0,Columbus,OH,North,43201.0,185.69
R0326,ORD32768,WE-DESK-11,no_longer_needed,home renovation cancelled,open_box,2026-01-14,23.0,Columbus,OH,North,43201.0,143.66
R0327,ORD28625,WE-BED-33,defective_or_damaged,changed my mind,open_box,2025-12-13,37.0,Seattle,WA,West,98101.0,203.67
R0328,ORD88861,WE-SHELF-14,does_not_match_description,more yellow than white,open_box,2026-04-01,15.0,Houston,TX,South,77001.0,121.99
R0329,ORD52413,WE-SHELF-14,does_not_match_description,more yellow than white,like_new,2025-10-11,12.0,Austin,TX,South,78701.0,122.19
R0330,ORD96787,WE-MIRROR-3,wrong_size,changed my mind,defective,2026-04-06,24.0,Seattle,WA,West,98101.0,178.6
R0331,ORD95089,WE-BED-33,wrong_size,headboard too tall,damaged,2025-11-20,32.0,Portland,OR,West,97201.0,137.42
R0332,ORD50215,WE-RUG-99,does_not_match_description,colour is off from photos,damaged,2026-03-12,25.0,Columbus,OH,North,43201.0,132.73
R0333,ORD93839,WE-TBL-04,no_longer_needed,changed my mind,like_new,2025-11-10,15.0,Seattle,WA,West,98101.0,213.67
R0334,ORD21629,WE-SOFA-22,wrong_size,too big for my living room,damaged,2026-03-30,41.0,Philadelphia,PA,East,19101.0,164.66
R0335,ORD16310,WE-DESK-11,no_longer_needed,moved house,defective,2025-09-29,1.0,Chicago,IL,North,60601.0,163.82
R0336,ORD23294,WE-LAMP-07,no_longer_needed,size not right,defective,2025-12-07,25.0,Philadelphia,PA,East,19101.0,198.87
R0337,ORD12631,WE-MIRROR-3,defective_or_damaged,frame had minor dent,damaged,2026-04-11,19.0,Los Angeles,CA,West,90001.0,146.11
R0338,ORD81702,WE-TABLE-88,does_not_match_description,colour looked different in real life,like_new,2025-09-30,5.0,San Francisco,CA,West,94102.0,153.8
R0339,ORD30591,WE-MIRROR-3,does_not_match_description,size not right,like_new,2025-11-24,28.0,San Francisco,CA,West,94102.0,130.13
R0340,ORD16505,WE-CHAIR-05,no_longer_needed,colour slightly different,defective,2026-02-06,7.0,Austin,TX,South,78701.0,177.18
R0341,ORD88671,WE-SHELF-14,no_longer_needed,cancelled event,defective,2025-11-23,41.0,Austin,TX,South,78701.0,139.97
R0342,ORD62096,WE-TBL-04,defective_or_damaged,hinge hardware stripped during assembly,defective,2026-03-22,20.0,Portland,OR,West,97201.0,168.91
R0343,ORD58418,WE-BENCH-21,no_longer_needed,cancelled renovation project,open_box,2026-01-21,25.0,Boston,MA,East,2101.0,164.58
R0344,ORD29808,WE-DESK-11,defective_or_damaged,drawer doesn't close smoothly,like_new,2025-11-11,4.0,Detroit,MI,North,48201.0,128.57
R0345,ORD80190,WE-BED-33,no_longer_needed,ordered by mistake,defective,2025-12-15,27.0,Portland,OR,West,97201.0,177.27
R0346,ORD77740,WE-CHAIR-05,does_not_match_description,brass looks too yellow in person,open_box,2025-12-30,37.0,Houston,TX,South,77001.0,132.03
R0347,ORD65492,WE-SHELF-14,does_not_match_description,more yellow than white,like_new,2026-03-02,3.0,Dallas,TX,South,75201.0,218.83
R0348,ORD18783,WE-LAMP-07,no_longer_needed,"arrived broken, not worth fixing",like_new,2026-02-14,21.0,Atlanta,GA,East,30301.0,158.81
R0349,ORD87014,WE-LAMP-07,no_longer_needed,cheap lamp not worth return shipping,defective,2025-11-12,40.0,New York,NY,East,10001.0,131.25
R0350,ORD23237,WE-SOFA-22,wrong_size,sofa is huge compared to the listing,damaged,2026-04-10,37.0,New York,NY,East,10001.0,206.75
